passengerCount,WIFIAPTag,slice10min
8.5,E1-3A<E1-3-09>,2016-09-25-15-2
8.3,E1-3A<E1-3-09>,2016-09-25-15-3
8.2,E1-3A<E1-3-09>,2016-09-25-15-4
7.8,E1-3A<E1-3-09>,2016-09-25-15-5
7.2,E1-3A<E1-3-09>,2016-09-25-16-0
7.3,E1-3A<E1-3-09>,2016-09-25-16-1
7.1,E1-3A<E1-3-09>,2016-09-25-16-2
6.6,E1-3A<E1-3-09>,2016-09-25-16-3
6.1,E1-3A<E1-3-09>,2016-09-25-16-4
5.9,E1-3A<E1-3-09>,2016-09-25-16-5
5.6,E1-3A<E1-3-09>,2016-09-25-17-0
5.4,E1-3A<E1-3-09>,2016-09-25-17-1
5.7,E1-3A<E1-3-09>,2016-09-25-17-2
6.2,E1-3A<E1-3-09>,2016-09-25-17-3
7.0,E1-3A<E1-3-09>,2016-09-25-17-4
6.9,E1-3A<E1-3-09>,2016-09-25-17-5
9.4,E1-3B<E1-3-24>,2016-09-25-15-0
9.6,E1-3B<E1-3-24>,2016-09-25-15-1
8.9,E1-3B<E1-3-24>,2016-09-25-15-2
8.4,E1-3B<E1-3-24>,2016-09-25-15-3
8.1,E1-3B<E1-3-24>,2016-09-25-15-4
7.7,E1-3B<E1-3-24>,2016-09-25-15-5
7.3,E1-3B<E1-3-24>,2016-09-25-16-0
7.7,E1-3B<E1-3-24>,2016-09-25-16-1
8.1,E1-3B<E1-3-24>,2016-09-25-16-2
8.4,E1-3B<E1-3-24>,2016-09-25-16-3
8.0,E1-3B<E1-3-24>,2016-09-25-16-4
7.7,E1-3B<E1-3-24>,2016-09-25-16-5
7.5,E1-3B<E1-3-24>,2016-09-25-17-0
7.2,E1-3B<E1-3-24>,2016-09-25-17-1
6.3,E1-3B<E1-3-24>,2016-09-25-17-2
5.6,E1-3B<E1-3-24>,2016-09-25-17-3
5.6,E1-3B<E1-3-24>,2016-09-25-17-4
5.3,E1-3B<E1-3-24>,2016-09-25-17-5
15.1,E1-3B<E1-3-25>,2016-09-25-15-0
14.9,E1-3B<E1-3-25>,2016-09-25-15-1
14.4,E1-3B<E1-3-25>,2016-09-25-15-2
13.9,E1-3B<E1-3-25>,2016-09-25-15-3
13.6,E1-3B<E1-3-25>,2016-09-25-15-4
13.3,E1-3B<E1-3-25>,2016-09-25-15-5
12.6,E1-3B<E1-3-25>,2016-09-25-16-0
12.3,E1-3B<E1-3-25>,2016-09-25-16-1
12.6,E1-3B<E1-3-25>,2016-09-25-16-2
13.1,E1-3B<E1-3-25>,2016-09-25-16-3
12.3,E1-3B<E1-3-25>,2016-09-25-16-4
12.0,E1-3B<E1-3-25>,2016-09-25-16-5
11.8,E1-3B<E1-3-25>,2016-09-25-17-0
10.5,E1-3B<E1-3-25>,2016-09-25-17-1
10.4,E1-3B<E1-3-25>,2016-09-25-17-2
10.3,E1-3B<E1-3-25>,2016-09-25-17-3
10.3,E1-3B<E1-3-25>,2016-09-25-17-4
10.4,E1-3B<E1-3-25>,2016-09-25-17-5
6.7,E1-3B<E1-3-26>,2016-09-25-15-0
6.9,E1-3B<E1-3-26>,2016-09-25-15-1
6.7,E1-3B<E1-3-26>,2016-09-25-15-2
7.3,E1-3B<E1-3-26>,2016-09-25-15-3
6.8,E1-3B<E1-3-26>,2016-09-25-15-4
6.4,E1-3B<E1-3-26>,2016-09-25-15-5
6.2,E1-3B<E1-3-26>,2016-09-25-16-0
6.2,E1-3B<E1-3-26>,2016-09-25-16-1
6.0,E1-3B<E1-3-26>,2016-09-25-16-2
6.0,E1-3B<E1-3-26>,2016-09-25-16-3
6.0,E1-3B<E1-3-26>,2016-09-25-16-4
5.5,E1-3B<E1-3-26>,2016-09-25-16-5
5.8,E1-3B<E1-3-26>,2016-09-25-17-0
5.8,E1-3B<E1-3-26>,2016-09-25-17-1
5.9,E1-3B<E1-3-26>,2016-09-25-17-2
6.0,E1-3B<E1-3-26>,2016-09-25-17-3
5.7,E1-3B<E1-3-26>,2016-09-25-17-4
5.5,E1-3B<E1-3-26>,2016-09-25-17-5
4.6,E1-3B<E1-3-27>,2016-09-25-15-0
4.9,E1-3B<E1-3-27>,2016-09-25-15-1
4.9,E1-3B<E1-3-27>,2016-09-25-15-2
5.2,E1-3B<E1-3-27>,2016-09-25-15-3
5.1,E1-3B<E1-3-27>,2016-09-25-15-4
4.9,E1-3B<E1-3-27>,2016-09-25-15-5
4.9,E1-3B<E1-3-27>,2016-09-25-16-0
5.3,E1-3B<E1-3-27>,2016-09-25-16-1
5.2,E1-3B<E1-3-27>,2016-09-25-16-2
5.6,E1-3B<E1-3-27>,2016-09-25-16-3
5.5,E1-3B<E1-3-27>,2016-09-25-16-4
5.3,E1-3B<E1-3-27>,2016-09-25-16-5
5.2,E1-3B<E1-3-27>,2016-09-25-17-0
4.8,E1-3B<E1-3-27>,2016-09-25-17-1
4.5,E1-3B<E1-3-27>,2016-09-25-17-2
4.6,E1-3B<E1-3-27>,2016-09-25-17-3
4.8,E1-3B<E1-3-27>,2016-09-25-17-4
4.2,E1-3B<E1-3-27>,2016-09-25-17-5
8.9,E1-3B<E1-3-28>,2016-09-25-15-0
8.6,E1-3B<E1-3-28>,2016-09-25-15-1
8.9,E1-3B<E1-3-28>,2016-09-25-15-2
8.8,E1-3B<E1-3-28>,2016-09-25-15-3
7.8,E1-3B<E1-3-28>,2016-09-25-15-4
7.1,E1-3B<E1-3-28>,2016-09-25-15-5
6.8,E1-3B<E1-3-28>,2016-09-25-16-0
7.1,E1-3B<E1-3-28>,2016-09-25-16-1
7.8,E1-3B<E1-3-28>,2016-09-25-16-2
7.7,E1-3B<E1-3-28>,2016-09-25-16-3
8.1,E1-3B<E1-3-28>,2016-09-25-16-4
7.4,E1-3B<E1-3-28>,2016-09-25-16-5
7.7,E1-3B<E1-3-28>,2016-09-25-17-0
7.2,E1-3B<E1-3-28>,2016-09-25-17-1
6.7,E1-3B<E1-3-28>,2016-09-25-17-2
6.7,E1-3B<E1-3-28>,2016-09-25-17-3
7.1,E1-3B<E1-3-28>,2016-09-25-17-4
7.2,E1-3B<E1-3-28>,2016-09-25-17-5
4.7,E1-3B<E1-3-29>,2016-09-25-15-0
4.6,E1-3B<E1-3-29>,2016-09-25-15-1
4.6,E1-3B<E1-3-29>,2016-09-25-15-2
4.7,E1-3B<E1-3-29>,2016-09-25-15-3
5.1,E1-3B<E1-3-29>,2016-09-25-15-4
4.5,E1-3B<E1-3-29>,2016-09-25-15-5
4.5,E1-3B<E1-3-29>,2016-09-25-16-0
4.6,E1-3B<E1-3-29>,2016-09-25-16-1
4.3,E1-3B<E1-3-29>,2016-09-25-16-2
4.2,E1-3B<E1-3-29>,2016-09-25-16-3
4.0,E1-3B<E1-3-29>,2016-09-25-16-4
3.7,E1-3B<E1-3-29>,2016-09-25-16-5
3.3,E1-3B<E1-3-29>,2016-09-25-17-0
3.3,E1-3B<E1-3-29>,2016-09-25-17-1
3.6,E1-3B<E1-3-29>,2016-09-25-17-2
3.9,E1-3B<E1-3-29>,2016-09-25-17-3
3.9,E1-3B<E1-3-29>,2016-09-25-17-4
3.7,E1-3B<E1-3-29>,2016-09-25-17-5
9.7,E1-3B<E1-3-30>,2016-09-25-15-0
9.5,E1-3B<E1-3-30>,2016-09-25-15-1
9.9,E1-3B<E1-3-30>,2016-09-25-15-2
9.9,E1-3B<E1-3-30>,2016-09-25-15-3
10.5,E1-3B<E1-3-30>,2016-09-25-15-4
10.8,E1-3B<E1-3-30>,2016-09-25-15-5
9.9,E1-3B<E1-3-30>,2016-09-25-16-0
9.4,E1-3B<E1-3-30>,2016-09-25-16-1
8.8,E1-3B<E1-3-30>,2016-09-25-16-2
8.4,E1-3B<E1-3-30>,2016-09-25-16-3
8.1,E1-3B<E1-3-30>,2016-09-25-16-4
7.6,E1-3B<E1-3-30>,2016-09-25-16-5
7.4,E1-3B<E1-3-30>,2016-09-25-17-0
7.1,E1-3B<E1-3-30>,2016-09-25-17-1
6.9,E1-3B<E1-3-30>,2016-09-25-17-2
7.2,E1-3B<E1-3-30>,2016-09-25-17-3
7.5,E1-3B<E1-3-30>,2016-09-25-17-4
7.8,E1-3B<E1-3-30>,2016-09-25-17-5
6.9,E1-3B<E1-3-31>,2016-09-25-15-0
6.8,E1-3B<E1-3-31>,2016-09-25-15-1
6.9,E1-3B<E1-3-31>,2016-09-25-15-2
7.0,E1-3B<E1-3-31>,2016-09-25-15-3
6.6,E1-3B<E1-3-31>,2016-09-25-15-4
7.0,E1-3B<E1-3-31>,2016-09-25-15-5
6.6,E1-3B<E1-3-31>,2016-09-25-16-0
6.7,E1-3B<E1-3-31>,2016-09-25-16-1
6.8,E1-3B<E1-3-31>,2016-09-25-16-2
6.4,E1-3B<E1-3-31>,2016-09-25-16-3
6.0,E1-3B<E1-3-31>,2016-09-25-16-4
6.2,E1-3B<E1-3-31>,2016-09-25-16-5
6.3,E1-3B<E1-3-31>,2016-09-25-17-0
6.6,E1-3B<E1-3-31>,2016-09-25-17-1
6.5,E1-3B<E1-3-31>,2016-09-25-17-2
6.2,E1-3B<E1-3-31>,2016-09-25-17-3
6.5,E1-3B<E1-3-31>,2016-09-25-17-4
7.0,E1-3B<E1-3-31>,2016-09-25-17-5
16.3,E1-3C<E1-3-11>,2016-09-25-15-0
16.8,E1-3C<E1-3-11>,2016-09-25-15-1
15.4,E1-3C<E1-3-11>,2016-09-25-15-2
14.8,E1-3C<E1-3-11>,2016-09-25-15-3
14.4,E1-3C<E1-3-11>,2016-09-25-15-4
14.0,E1-3C<E1-3-11>,2016-09-25-15-5
13.1,E1-3C<E1-3-11>,2016-09-25-16-0
13.2,E1-3C<E1-3-11>,2016-09-25-16-1
13.5,E1-3C<E1-3-11>,2016-09-25-16-2
14.2,E1-3C<E1-3-11>,2016-09-25-16-3
13.8,E1-3C<E1-3-11>,2016-09-25-16-4
13.3,E1-3C<E1-3-11>,2016-09-25-16-5
12.6,E1-3C<E1-3-11>,2016-09-25-17-0
12.0,E1-3C<E1-3-11>,2016-09-25-17-1
10.8,E1-3C<E1-3-11>,2016-09-25-17-2
9.7,E1-3C<E1-3-11>,2016-09-25-17-3
9.7,E1-3C<E1-3-11>,2016-09-25-17-4
9.3,E1-3C<E1-3-11>,2016-09-25-17-5
7.0,E1-3C<E1-3-12>,2016-09-25-15-0
6.7,E1-3C<E1-3-12>,2016-09-25-15-1
6.6,E1-3C<E1-3-12>,2016-09-25-15-2
6.6,E1-3C<E1-3-12>,2016-09-25-15-3
6.5,E1-3C<E1-3-12>,2016-09-25-15-4
6.4,E1-3C<E1-3-12>,2016-09-25-15-5
6.5,E1-3C<E1-3-12>,2016-09-25-16-0
6.5,E1-3C<E1-3-12>,2016-09-25-16-1
6.7,E1-3C<E1-3-12>,2016-09-25-16-2
6.4,E1-3C<E1-3-12>,2016-09-25-16-3
6.2,E1-3C<E1-3-12>,2016-09-25-16-4
6.6,E1-3C<E1-3-12>,2016-09-25-16-5
6.6,E1-3C<E1-3-12>,2016-09-25-17-0
6.4,E1-3C<E1-3-12>,2016-09-25-17-1
6.0,E1-3C<E1-3-12>,2016-09-25-17-2
5.9,E1-3C<E1-3-12>,2016-09-25-17-3
6.1,E1-3C<E1-3-12>,2016-09-25-17-4
6.1,E1-3C<E1-3-12>,2016-09-25-17-5
10.2,E1-3C<E1-3-13>,2016-09-25-15-0
9.4,E1-3C<E1-3-13>,2016-09-25-15-1
8.6,E1-3C<E1-3-13>,2016-09-25-15-2
8.3,E1-3C<E1-3-13>,2016-09-25-15-3
8.2,E1-3C<E1-3-13>,2016-09-25-15-4
7.9,E1-3C<E1-3-13>,2016-09-25-15-5
7.7,E1-3C<E1-3-13>,2016-09-25-16-0
7.7,E1-3C<E1-3-13>,2016-09-25-16-1
7.5,E1-3C<E1-3-13>,2016-09-25-16-2
7.2,E1-3C<E1-3-13>,2016-09-25-16-3
7.4,E1-3C<E1-3-13>,2016-09-25-16-4
7.7,E1-3C<E1-3-13>,2016-09-25-16-5
8.0,E1-3C<E1-3-13>,2016-09-25-17-0
7.8,E1-3C<E1-3-13>,2016-09-25-17-1
7.5,E1-3C<E1-3-13>,2016-09-25-17-2
7.8,E1-3C<E1-3-13>,2016-09-25-17-3
7.4,E1-3C<E1-3-13>,2016-09-25-17-4
7.6,E1-3C<E1-3-13>,2016-09-25-17-5
12.6,E1-3C<E1-3-14>,2016-09-25-15-0
13.1,E1-3C<E1-3-14>,2016-09-25-15-1
13.4,E1-3C<E1-3-14>,2016-09-25-15-2
13.4,E1-3C<E1-3-14>,2016-09-25-15-3
12.7,E1-3C<E1-3-14>,2016-09-25-15-4
11.3,E1-3C<E1-3-14>,2016-09-25-15-5
10.8,E1-3C<E1-3-14>,2016-09-25-16-0
11.0,E1-3C<E1-3-14>,2016-09-25-16-1
10.7,E1-3C<E1-3-14>,2016-09-25-16-2
11.4,E1-3C<E1-3-14>,2016-09-25-16-3
12.1,E1-3C<E1-3-14>,2016-09-25-16-4
11.6,E1-3C<E1-3-14>,2016-09-25-16-5
11.9,E1-3C<E1-3-14>,2016-09-25-17-0
11.9,E1-3C<E1-3-14>,2016-09-25-17-1
11.5,E1-3C<E1-3-14>,2016-09-25-17-2
11.4,E1-3C<E1-3-14>,2016-09-25-17-3
11.3,E1-3C<E1-3-14>,2016-09-25-17-4
11.3,E1-3C<E1-3-14>,2016-09-25-17-5
31.7,E1-3C<E1-3-15>,2016-09-25-15-0
31.9,E1-3C<E1-3-15>,2016-09-25-15-1
32.7,E1-3C<E1-3-15>,2016-09-25-15-2
32.3,E1-3C<E1-3-15>,2016-09-25-15-3
30.7,E1-3C<E1-3-15>,2016-09-25-15-4
28.4,E1-3C<E1-3-15>,2016-09-25-15-5
27.9,E1-3C<E1-3-15>,2016-09-25-16-0
27.8,E1-3C<E1-3-15>,2016-09-25-16-1
27.1,E1-3C<E1-3-15>,2016-09-25-16-2
27.1,E1-3C<E1-3-15>,2016-09-25-16-3
27.6,E1-3C<E1-3-15>,2016-09-25-16-4
26.8,E1-3C<E1-3-15>,2016-09-25-16-5
27.5,E1-3C<E1-3-15>,2016-09-25-17-0
28.1,E1-3C<E1-3-15>,2016-09-25-17-1
28.4,E1-3C<E1-3-15>,2016-09-25-17-2
28.3,E1-3C<E1-3-15>,2016-09-25-17-3
28.3,E1-3C<E1-3-15>,2016-09-25-17-4
28.8,E1-3C<E1-3-15>,2016-09-25-17-5
11.3,E1-3C<E1-3-16>,2016-09-25-15-0
11.6,E1-3C<E1-3-16>,2016-09-25-15-1
12.5,E1-3C<E1-3-16>,2016-09-25-15-2
12.1,E1-3C<E1-3-16>,2016-09-25-15-3
10.8,E1-3C<E1-3-16>,2016-09-25-15-4
9.3,E1-3C<E1-3-16>,2016-09-25-15-5
8.7,E1-3C<E1-3-16>,2016-09-25-16-0
8.4,E1-3C<E1-3-16>,2016-09-25-16-1
8.1,E1-3C<E1-3-16>,2016-09-25-16-2
8.5,E1-3C<E1-3-16>,2016-09-25-16-3
8.5,E1-3C<E1-3-16>,2016-09-25-16-4
8.7,E1-3C<E1-3-16>,2016-09-25-16-5
9.3,E1-3C<E1-3-16>,2016-09-25-17-0
9.3,E1-3C<E1-3-16>,2016-09-25-17-1
9.1,E1-3C<E1-3-16>,2016-09-25-17-2
8.2,E1-3C<E1-3-16>,2016-09-25-17-3
8.3,E1-3C<E1-3-16>,2016-09-25-17-4
8.2,E1-3C<E1-3-16>,2016-09-25-17-5
16.1,E1-3C<E1-3-17>,2016-09-25-15-0
15.7,E1-3C<E1-3-17>,2016-09-25-15-1
16.0,E1-3C<E1-3-17>,2016-09-25-15-2
16.6,E1-3C<E1-3-17>,2016-09-25-15-3
16.5,E1-3C<E1-3-17>,2016-09-25-15-4
15.3,E1-3C<E1-3-17>,2016-09-25-15-5
13.6,E1-3C<E1-3-17>,2016-09-25-16-0
13.3,E1-3C<E1-3-17>,2016-09-25-16-1
12.2,E1-3C<E1-3-17>,2016-09-25-16-2
11.4,E1-3C<E1-3-17>,2016-09-25-16-3
10.6,E1-3C<E1-3-17>,2016-09-25-16-4
10.0,E1-3C<E1-3-17>,2016-09-25-16-5
10.1,E1-3C<E1-3-17>,2016-09-25-17-0
10.3,E1-3C<E1-3-17>,2016-09-25-17-1
10.3,E1-3C<E1-3-17>,2016-09-25-17-2
10.5,E1-3C<E1-3-17>,2016-09-25-17-3
11.9,E1-3C<E1-3-17>,2016-09-25-17-4
12.2,E1-3C<E1-3-17>,2016-09-25-17-5
13.4,E1-3C<E1-3-18>,2016-09-25-15-0
13.1,E1-3C<E1-3-18>,2016-09-25-15-1
13.0,E1-3C<E1-3-18>,2016-09-25-15-2
12.7,E1-3C<E1-3-18>,2016-09-25-15-3
11.0,E1-3C<E1-3-18>,2016-09-25-15-4
9.7,E1-3C<E1-3-18>,2016-09-25-15-5
9.0,E1-3C<E1-3-18>,2016-09-25-16-0
9.2,E1-3C<E1-3-18>,2016-09-25-16-1
10.1,E1-3C<E1-3-18>,2016-09-25-16-2
10.1,E1-3C<E1-3-18>,2016-09-25-16-3
10.4,E1-3C<E1-3-18>,2016-09-25-16-4
9.6,E1-3C<E1-3-18>,2016-09-25-16-5
9.8,E1-3C<E1-3-18>,2016-09-25-17-0
9.6,E1-3C<E1-3-18>,2016-09-25-17-1
9.1,E1-3C<E1-3-18>,2016-09-25-17-2
8.9,E1-3C<E1-3-18>,2016-09-25-17-3
9.3,E1-3C<E1-3-18>,2016-09-25-17-4
9.6,E1-3C<E1-3-18>,2016-09-25-17-5
11.6,E1-3C<E1-3-19>,2016-09-25-15-0
11.2,E1-3C<E1-3-19>,2016-09-25-15-1
11.4,E1-3C<E1-3-19>,2016-09-25-15-2
11.7,E1-3C<E1-3-19>,2016-09-25-15-3
12.0,E1-3C<E1-3-19>,2016-09-25-15-4
11.9,E1-3C<E1-3-19>,2016-09-25-15-5
10.9,E1-3C<E1-3-19>,2016-09-25-16-0
10.0,E1-3C<E1-3-19>,2016-09-25-16-1
9.8,E1-3C<E1-3-19>,2016-09-25-16-2
8.8,E1-3C<E1-3-19>,2016-09-25-16-3
8.3,E1-3C<E1-3-19>,2016-09-25-16-4
7.5,E1-3C<E1-3-19>,2016-09-25-16-5
7.7,E1-3C<E1-3-19>,2016-09-25-17-0
7.5,E1-3C<E1-3-19>,2016-09-25-17-1
7.7,E1-3C<E1-3-19>,2016-09-25-17-2
7.5,E1-3C<E1-3-19>,2016-09-25-17-3
7.4,E1-3C<E1-3-19>,2016-09-25-17-4
7.5,E1-3C<E1-3-19>,2016-09-25-17-5
23.8,E1-3C<E1-3-20>,2016-09-25-15-0
24.7,E1-3C<E1-3-20>,2016-09-25-15-1
22.7,E1-3C<E1-3-20>,2016-09-25-15-2
21.5,E1-3C<E1-3-20>,2016-09-25-15-3
20.9,E1-3C<E1-3-20>,2016-09-25-15-4
20.5,E1-3C<E1-3-20>,2016-09-25-15-5
18.9,E1-3C<E1-3-20>,2016-09-25-16-0
18.7,E1-3C<E1-3-20>,2016-09-25-16-1
18.9,E1-3C<E1-3-20>,2016-09-25-16-2
19.7,E1-3C<E1-3-20>,2016-09-25-16-3
19.2,E1-3C<E1-3-20>,2016-09-25-16-4
18.7,E1-3C<E1-3-20>,2016-09-25-16-5
17.6,E1-3C<E1-3-20>,2016-09-25-17-0
16.7,E1-3C<E1-3-20>,2016-09-25-17-1
15.1,E1-3C<E1-3-20>,2016-09-25-17-2
13.5,E1-3C<E1-3-20>,2016-09-25-17-3
13.6,E1-3C<E1-3-20>,2016-09-25-17-4
13.1,E1-3C<E1-3-20>,2016-09-25-17-5
20.4,E1-3C<E1-3-21>,2016-09-25-15-0
20.8,E1-3C<E1-3-21>,2016-09-25-15-1
22.3,E1-3C<E1-3-21>,2016-09-25-15-2
21.4,E1-3C<E1-3-21>,2016-09-25-15-3
19.2,E1-3C<E1-3-21>,2016-09-25-15-4
17.0,E1-3C<E1-3-21>,2016-09-25-15-5
16.0,E1-3C<E1-3-21>,2016-09-25-16-0
15.6,E1-3C<E1-3-21>,2016-09-25-16-1
15.0,E1-3C<E1-3-21>,2016-09-25-16-2
15.2,E1-3C<E1-3-21>,2016-09-25-16-3
15.0,E1-3C<E1-3-21>,2016-09-25-16-4
15.4,E1-3C<E1-3-21>,2016-09-25-16-5
16.2,E1-3C<E1-3-21>,2016-09-25-17-0
16.6,E1-3C<E1-3-21>,2016-09-25-17-1
16.4,E1-3C<E1-3-21>,2016-09-25-17-2
15.1,E1-3C<E1-3-21>,2016-09-25-17-3
14.8,E1-3C<E1-3-21>,2016-09-25-17-4
14.3,E1-3C<E1-3-21>,2016-09-25-17-5
22.8,E1-3C<E1-3-22>,2016-09-25-15-0
24.4,E1-3C<E1-3-22>,2016-09-25-15-1
25.5,E1-3C<E1-3-22>,2016-09-25-15-2
25.4,E1-3C<E1-3-22>,2016-09-25-15-3
24.8,E1-3C<E1-3-22>,2016-09-25-15-4
22.3,E1-3C<E1-3-22>,2016-09-25-15-5
20.6,E1-3C<E1-3-22>,2016-09-25-16-0
20.3,E1-3C<E1-3-22>,2016-09-25-16-1
19.6,E1-3C<E1-3-22>,2016-09-25-16-2
21.0,E1-3C<E1-3-22>,2016-09-25-16-3
21.2,E1-3C<E1-3-22>,2016-09-25-16-4
20.4,E1-3C<E1-3-22>,2016-09-25-16-5
21.0,E1-3C<E1-3-22>,2016-09-25-17-0
20.8,E1-3C<E1-3-22>,2016-09-25-17-1
20.8,E1-3C<E1-3-22>,2016-09-25-17-2
20.6,E1-3C<E1-3-22>,2016-09-25-17-3
20.8,E1-3C<E1-3-22>,2016-09-25-17-4
20.7,E1-3C<E1-3-22>,2016-09-25-17-5
0.4,E2-1A-1<E2-1-01>,2016-09-25-15-0
0.4,E2-1A-1<E2-1-01>,2016-09-25-15-1
0.4,E2-1A-1<E2-1-01>,2016-09-25-15-2
0.6,E2-1A-1<E2-1-01>,2016-09-25-15-3
0.5,E2-1A-1<E2-1-01>,2016-09-25-15-4
0.4,E2-1A-1<E2-1-01>,2016-09-25-15-5
0.3,E2-1A-1<E2-1-01>,2016-09-25-16-0
0.4,E2-1A-1<E2-1-01>,2016-09-25-16-1
0.5,E2-1A-1<E2-1-01>,2016-09-25-16-2
0.4,E2-1A-1<E2-1-01>,2016-09-25-16-3
0.5,E2-1A-1<E2-1-01>,2016-09-25-16-4
0.4,E2-1A-1<E2-1-01>,2016-09-25-16-5
0.4,E2-1A-1<E2-1-01>,2016-09-25-17-0
0.4,E2-1A-1<E2-1-01>,2016-09-25-17-1
0.4,E2-1A-1<E2-1-01>,2016-09-25-17-2
0.4,E2-1A-1<E2-1-01>,2016-09-25-17-3
0.5,E2-1A-1<E2-1-01>,2016-09-25-17-4
0.5,E2-1A-1<E2-1-01>,2016-09-25-17-5
0.7,E2-1A-2<E2-1-01>,2016-09-25-15-0
0.6,E2-1A-2<E2-1-01>,2016-09-25-15-1
0.6,E2-1A-2<E2-1-01>,2016-09-25-15-2
0.6,E2-1A-2<E2-1-01>,2016-09-25-15-3
0.7,E2-1A-2<E2-1-01>,2016-09-25-15-4
0.7,E2-1A-2<E2-1-01>,2016-09-25-15-5
0.7,E2-1A-2<E2-1-01>,2016-09-25-16-0
0.6,E2-1A-2<E2-1-01>,2016-09-25-16-1
0.6,E2-1A-2<E2-1-01>,2016-09-25-16-2
0.6,E2-1A-2<E2-1-01>,2016-09-25-16-3
0.6,E2-1A-2<E2-1-01>,2016-09-25-16-4
0.6,E2-1A-2<E2-1-01>,2016-09-25-16-5
0.7,E2-1A-2<E2-1-01>,2016-09-25-17-0
0.7,E2-1A-2<E2-1-01>,2016-09-25-17-1
0.7,E2-1A-2<E2-1-01>,2016-09-25-17-2
0.7,E2-1A-2<E2-1-01>,2016-09-25-17-3
0.7,E2-1A-2<E2-1-01>,2016-09-25-17-4
0.7,E2-1A-2<E2-1-01>,2016-09-25-17-5
0.6,E2-1A-3<E2-1-01>,2016-09-25-15-0
0.7,E2-1A-3<E2-1-01>,2016-09-25-15-1
0.7,E2-1A-3<E2-1-01>,2016-09-25-15-2
0.8,E2-1A-3<E2-1-01>,2016-09-25-15-3
0.6,E2-1A-3<E2-1-01>,2016-09-25-15-4
0.6,E2-1A-3<E2-1-01>,2016-09-25-15-5
0.7,E2-1A-3<E2-1-01>,2016-09-25-16-0
0.6,E2-1A-3<E2-1-01>,2016-09-25-16-1
0.5,E2-1A-3<E2-1-01>,2016-09-25-16-2
0.5,E2-1A-3<E2-1-01>,2016-09-25-16-3
0.5,E2-1A-3<E2-1-01>,2016-09-25-16-4
0.5,E2-1A-3<E2-1-01>,2016-09-25-16-5
0.6,E2-1A-3<E2-1-01>,2016-09-25-17-0
0.5,E2-1A-3<E2-1-01>,2016-09-25-17-1
0.4,E2-1A-3<E2-1-01>,2016-09-25-17-2
0.4,E2-1A-3<E2-1-01>,2016-09-25-17-3
0.3,E2-1A-3<E2-1-01>,2016-09-25-17-4
0.3,E2-1A-3<E2-1-01>,2016-09-25-17-5
1.1,E2-1A-4<E2-1-01>,2016-09-25-15-0
1.0,E2-1A-4<E2-1-01>,2016-09-25-15-1
1.0,E2-1A-4<E2-1-01>,2016-09-25-15-2
1.1,E2-1A-4<E2-1-01>,2016-09-25-15-3
1.2,E2-1A-4<E2-1-01>,2016-09-25-15-4
1.1,E2-1A-4<E2-1-01>,2016-09-25-15-5
1.2,E2-1A-4<E2-1-01>,2016-09-25-16-0
1.2,E2-1A-4<E2-1-01>,2016-09-25-16-1
1.3,E2-1A-4<E2-1-01>,2016-09-25-16-2
1.2,E2-1A-4<E2-1-01>,2016-09-25-16-3
1.1,E2-1A-4<E2-1-01>,2016-09-25-16-4
1.0,E2-1A-4<E2-1-01>,2016-09-25-16-5
1.1,E2-1A-4<E2-1-01>,2016-09-25-17-0
0.9,E2-1A-4<E2-1-01>,2016-09-25-17-1
0.9,E2-1A-4<E2-1-01>,2016-09-25-17-2
0.9,E2-1A-4<E2-1-01>,2016-09-25-17-3
1.0,E2-1A-4<E2-1-01>,2016-09-25-17-4
1.1,E2-1A-4<E2-1-01>,2016-09-25-17-5
0.0,E2-1A-6<E2-1-01>,2016-09-25-15-0
0.0,E2-1A-6<E2-1-01>,2016-09-25-15-1
0.0,E2-1A-6<E2-1-01>,2016-09-25-15-2
0.0,E2-1A-6<E2-1-01>,2016-09-25-15-3
0.0,E2-1A-6<E2-1-01>,2016-09-25-15-4
0.0,E2-1A-6<E2-1-01>,2016-09-25-15-5
0.0,E2-1A-6<E2-1-01>,2016-09-25-16-0
0.0,E2-1A-6<E2-1-01>,2016-09-25-16-1
0.0,E2-1A-6<E2-1-01>,2016-09-25-16-2
0.0,E2-1A-6<E2-1-01>,2016-09-25-16-3
0.0,E2-1A-6<E2-1-01>,2016-09-25-16-4
0.0,E2-1A-6<E2-1-01>,2016-09-25-16-5
0.1,E2-1A-6<E2-1-01>,2016-09-25-17-0
0.0,E2-1A-6<E2-1-01>,2016-09-25-17-1
0.0,E2-1A-6<E2-1-01>,2016-09-25-17-2
0.0,E2-1A-6<E2-1-01>,2016-09-25-17-3
0.0,E2-1A-6<E2-1-01>,2016-09-25-17-4
0.0,E2-1A-6<E2-1-01>,2016-09-25-17-5
0.0,E2-1A<E2-1A-05>,2016-09-25-15-0
0.0,E2-1A<E2-1A-05>,2016-09-25-15-1
0.0,E2-1A<E2-1A-05>,2016-09-25-15-2
0.0,E2-1A<E2-1A-05>,2016-09-25-15-3
0.0,E2-1A<E2-1A-05>,2016-09-25-15-4
0.0,E2-1A<E2-1A-05>,2016-09-25-15-5
0.0,E2-1A<E2-1A-05>,2016-09-25-16-0
0.0,E2-1A<E2-1A-05>,2016-09-25-16-1
0.0,E2-1A<E2-1A-05>,2016-09-25-16-2
